id,genre,director
15144,"Comedy, Romance",John Hughes
919573,"Comedy, Crime, Romance",Louis Garrel
11313,Drama,Scott Hicks
11086,"Drama, Romance",Frank Darabont
7012,"Science Fiction, Drama, TV Movie",Nicholas Meyer
2293,"Romance, Comedy",Kevin Smith
539892,"Science Fiction, Thriller","Adam B. Stein, Zach Lipovsky"
348765,"Drama, Romance",Claudio Cupellini
21481,"Comedy, Drama, Family, Fantasy, TV Movie",Stuart Gillard
11235,"Comedy, Drama",Bill Forsyth
9031,"Action, Adventure, Comedy",Italo Zingarelli
1870,"Comedy, Crime, Adventure, Fantasy",André Hunebelle
1701,"Action, Thriller, Crime",Simon West
26648,"War, Drama, Romance",Liliana Cavani
13312,Horror,"Alexandre Bustillo, Julien Maury"
758336,"Romance, Drama, Comedy",Jim Strouse
733156,"Thriller, Horror",Cooper Karl
11086,"Drama, Romance",Frank Darabont
913673,"Horror, Drama","Cary Solomon, Chuck Konzelman"
401246,Drama,Ruben Östlund
297725,"Adventure, Comedy",Terry Gilliam
11223,"Thriller, Mystery, Horror",Michael Crichton
11022,"Crime, Drama, Mystery, Thriller",Joe Carnahan
581392,"Horror, Action, Thriller, Adventure",Yeon Sang-ho
256924,"Music, Comedy, Drama",Dan Fogelman
46195,"Animation, Adventure, Comedy, Family",Carlos Saldanha
42691,Drama,Pier Paolo Pasolini
15723,"Comedy, Drama",John Swanbeck
1013850,"Comedy, Drama",Jesse Eisenberg
716612,"Drama, History",Pablo Larraín
524216,"Fantasy, Horror",Ryan Spindell
466,"Thriller, Mystery, Crime",Alan J. Pakula
568091,"Thriller, Drama",Brad Anderson
15854,"Animation, Family, Action",Raman Hui Shing-Ngai
12626,"Comedy, Romance",James L. Brooks
8536,"Science Fiction, Action, Adventure",Richard Lester
390734,"Animation, Science Fiction, Action",Takeshi Nozue
4271,Comedy,Étienne Chatiliez
605,"Adventure, Action, Thriller, Science Fiction","Lana Wachowski, Lilly Wachowski"
571891,"Animation, Adventure, Fantasy, Action, Family","Kunihiko Yuyama, Motonori Sakakibara"
448776,"Drama, Action, Crime",Jean-Stéphane Sauvaire
212716,"Drama, Comedy, Romance",Michael Dowse
19200,"Comedy, Mystery, Crime",Woody Allen
12706,"Drama, Thriller",Mike Hodges
11592,"Comedy, Crime",John Waters
1151039,Comedy,Stephen Chbosky
760104,"Horror, Thriller",Ti West
464502,"Drama, Thriller",Tyler Perry
253980,"Action, Comedy, Fantasy",Drew Pearce
51980,"Drama, Romance",Claude Berri
11904,"Mystery, Adventure",Barry Levinson
1109255,Drama,Paolo Sorrentino
283350,"Comedy, Drama, Romance",Chris Evans
18095,"Adventure, Action, Animation, Science Fiction",Osamu Kasai
9739,"Crime, Action, Science Fiction",Marco Brambilla
257,"Crime, Drama, Family",Roman Polanski
186161,Comedy,Ruben Alves
57112,Comedy,Massimo Venier
44683,"Animation, Adventure, Family, Fantasy",Bradley Raymond
16241,"Drama, Mystery, Science Fiction",Franklin J. Schaffner
9781,"Comedy, Music, Adventure",Adam Rifkin
9749,"Comedy, Crime, Mystery",Michael Ritchie
662546,"Family, Fantasy, Comedy",Sharon Maguire
530723,"Drama, Crime, History",Cory Finley
105864,"Adventure, Animation, Family",Peter Sohn
12508,"Music, Drama, Comedy",Stephen Herek
10135,"Action, Thriller",Rowdy Herrington
1102493,"Drama, History",Tim Mielants
538225,"Western, Drama",Daniel Minahan
394684,"Thriller, Crime, Drama",Rodrigo Sorogoyen
4978,"Animation, Comedy, Adventure, Drama, Family",Don Bluth
858,"Comedy, Drama, Romance",Nora Ephron
881462,"Romance, Comedy, Drama",Alessandro Aronadio
476669,"Action, Adventure, Thriller",Matthew Vaughn
13509,"Comedy, Action, Fantasy",Fred Dekker
8967,"Drama, Fantasy",Terrence Malick
4244,"Fantasy, Comedy, Family",Jon Turteltaub
933419,"Comedy, Drama",Bobby Farrelly
500475,"Action, Crime",Director X.
269650,"Animation, Science Fiction, Action",Shinji Aramaki
11091,"Comedy, Drama, Romance",Penny Marshall
4587,"Comedy, Drama, Romance",Richard Benjamin
798286,"Comedy, Adventure, Fantasy",Ari Aster
732450,"Animation, Action, Adventure, Crime",Sam Liu
377799,"Drama, Comedy",Mohamed Hamidi
294254,"Science Fiction, Action, Thriller, Adventure",Wes Ball
10692,"Crime, Horror, Thriller, Drama",John McNaughton
10427,"Crime, Drama, Thriller",John Dahl
1909,"Romance, Drama, Comedy",Jeremy Leven
597094,"Crime, Action, Comedy",Takashi Miike
244506,Drama,Peter Sattler
39513,"Adventure, Comedy, Science Fiction",Greg Mottola
37777,"Comedy, Romance",Carlo Verdone
11009,"Music, Drama",John Badham
928344,"Music, Comedy, Crime",Eric Appel
11558,"Comedy, Crime, Romance, Thriller, Action",Arthur Hiller
10591,"Comedy, Romance",Luke Greenfield
1118031,"Drama, Action, Horror",Carles Torrens
351145,"Thriller, Drama",Dani de la Torre
28176,Drama,Francis Ford Coppola
7985,"Fantasy, Comedy, Romance",Mark Palansky
1111873,"Horror, Thriller","Matt Bettinelli-Olpin, Tyler Gillett"
399170,"Comedy, Crime, Action, Drama",Steven Soderbergh
65760,"Drama, Thriller, Crime",Larysa Kondracki
13195,"Crime, Drama, Thriller",Michael Radford
10649,"Crime, Action",James Fargo
10585,Horror,Tom Holland
376570,"Horror, Thriller",Mike Flanagan
37233,"Drama, Mystery, Thriller",Sydney Pollack
14522,"Family, Adventure, Drama",Caroline Thompson
9789,"Comedy, Drama, History",Daniele Luchetti
427348,"Thriller, Crime",Olivier Marchal
300666,"Drama, Music",Daniel Duran
21385,"Adventure, Animation, Comedy, Family",Donovan Cook
11448,"Comedy, Romance",Woody Allen
11211,Comedy,Steve Rash
591,"Thriller, Mystery",Ron Howard
616803,"Drama, Thriller",Joachim Hedén
504603,"Comedy, Crime",Romain Gavras
458594,"Action, Thriller",Pierre Morel
438799,"Horror, War, Science Fiction",Julius Avery
14197,"Comedy, Romance",Yann Samuell
12651,"Drama, War, Action",Michael Caton-Jones
11522,"Romance, Drama",Howard Deutch
10837,"Adventure, Animation, Family, Comedy, Fantasy",Bob Hathcock
10675,"Thriller, Mystery, Crime, Drama",Roman Polanski
614933,"Science Fiction, Action",Brad Peyton
467632,"Thriller, Crime, Horror, Drama",Dean Devlin
459992,"Comedy, Romance",Jonathan Levine
45610,"Action, Thriller, Crime",Marc Forster
4985,"Comedy, Drama, Crime",Robert Aldrich
11838,Horror,Takashi Shimizu
790,Horror,John Carpenter
933131,"Science Fiction, Action, Adventure, Crime, Drama, Mystery, Thriller",Heo Myeong-haeng
785457,"Fantasy, Comedy, Drama",Stephen Herek
504603,"Comedy, Crime",Romain Gavras
359983,"Family, TV Movie, Animation",Howy Parkins
13691,"Animation, Family",Francis Glebas
11163,"Drama, Fantasy",Federico Fellini
463319,"Action, War",Zhang Yimou
313922,"Horror, Crime, Thriller",Jeremy Saulnier
298,"Crime, Thriller",Steven Soderbergh
1239193,"Action, Comedy, Crime",Tom Kingsley
826510,"Family, Comedy, Adventure, Fantasy",Carlos Saldanha
614292,Drama,"Damiano D'Innocenzo, Fabio D'Innocenzo"
360605,"Fantasy, Adventure, Comedy, TV Movie",Paul Hoen
276843,Comedy,"Andy Hamilton, Guy Jenkin"
256274,"Horror, Thriller",John Erick Dowdle
107846,"Action, Thriller",Mikael Håfström
91745,"Romance, Drama",Carlo Carlei
13851,"Science Fiction, Animation, Action, Crime","Futoshi Higashide, Hiroshi Morioka, Jong-Sik Nam, Shojiro Nishimi, Toshiyuki Kubooka, Yasuhiro Aoki, Yoshiaki Kawajiri"
25189,"Comedy, Drama, Romance",Barbra Streisand
12573,"Comedy, Drama","Ethan Coen, Joel Coen"
4349,"Thriller, Action, Drama",Peter Berg
1263256,Comedy,Kyle Newacheck
14181,"Crime, Drama, Thriller",Ben Younger
2462,"Comedy, Science Fiction",Édouard Molinaro
1125,"Drama, Music",Bill Condon
663712,"Horror, Thriller",Damien Leone
402529,"History, Drama, Music",Benny Boom
338958,"Comedy, Family, Fantasy",Adam Shankman
22307,"Thriller, Horror, Mystery",Brian De Palma
17894,"Comedy, Romance",Ken Kwapis
13448,"Thriller, Mystery",Ron Howard
12233,"Animation, Comedy, Family",George Scribner
10758,"Drama, Comedy, Romance",Adrienne Shelly
575299,Drama,Nigina Sayfullaeva
424277,"Drama, Romance",Leos Carax
15762,"Horror, Comedy, Science Fiction",Fred Dekker
13971,"Comedy, Drama, Romance",Nick Moore
950,"Animation, Family, Comedy, Adventure",Carlos Saldanha
1137350,"Comedy, Adventure",Wes Anderson
375183,Drama,Mark Williams
209263,"Comedy, Drama, Romance",Nicole Holofcener
53957,Comedy,"Giambattista Avellino, Salvatore Ficarra, Valentino Picone"
35554,Comedy,Gennaro Nunziante
10552,"Horror, Thriller",Lewis Teague
9538,"Science Fiction, Horror",David Cronenberg
1197306,"Action, Crime, Thriller",David Ayer
814338,"Drama, Romance",Laure de Clermont-Tonnerre
249397,"Drama, Mystery",Lars von Trier
28942,"Horror, Science Fiction",David Cronenberg
443009,"Comedy, Drama",Gus Van Sant
96724,"Drama, Romance, History",Joe Wright
77499,"Animation, Family",Mark Baldo
24740,"Horror, Mystery, Thriller",Sidney J. Furie
11880,"Horror, Action, Thriller",Neil Marshall
11130,"Comedy, Drama, Family, Romance",Garry Marshall
806368,Drama,Florian Zeller
455980,"Comedy, Action",Jeff Tomsic
426063,"Horror, Fantasy",Robert Eggers
27431,"Horror, Mystery, Thriller",Dario Argento
24803,"Romance, Drama",Nora Ephron
10744,"Romance, Drama",Wayne Kramer
4517,"Drama, History, Romance",Shekhar Kapur
1216191,"Horror, Mystery",Damian McCarthy
62630,"Drama, Action, Thriller, Crime, War",Lee Tamahori
4108,"Action, Crime, Thriller","Corey Yuen Kwai, Louis Leterrier"
2925,Comedy,Hugh Wilson
541660,Drama,Paolo Sorrentino
174733,"Action, Thriller",Anton Megerdichev
505948,"Science Fiction, Thriller",Grant Sputore
418879,"Drama, History",Alfonso Gomez-Rejon
29917,"Thriller, Mystery",Stuart Hazeldine
22798,Drama,Drew Barrymore
16367,"Comedy, Drama, Music",Julian Jarrold
912649,"Action, Science Fiction, Adventure",Kelly Marcel
811592,"Action, Thriller",James Nunn
762441,"Horror, Science Fiction, Thriller",Michael Sarnoski
50546,"Comedy, Romance",Dennis Dugan
20649,"Crime, Drama, Mystery",Spike Lee
636706,"Science Fiction, Adventure, Drama",Johan Renck
471474,"Thriller, Action, Animation, Science Fiction",Sam Liu
278236,Drama,Morgan Matthews
55420,"Drama, Science Fiction",Mike Cahill
21683,"Fantasy, Animation, Adventure, Crime","Curt Geda, Jennifer Graves, Tim Maltby"
13258,Comedy,Garth Jennings
9534,"Comedy, Thriller",Álex de la Iglesia
491283,"Drama, History, Music",Rupert Goold
15674,"TV Movie, Fantasy, Family, Comedy",Tibor Takács
2669,"Action, Drama, History",Roger Donaldson
2330,"Action, Comedy, Crime, Adventure",Gérard Pirès
638597,"Family, Comedy",Miguel Arteta
392044,"Mystery, Drama, Crime",Kenneth Branagh
334522,"War, Thriller, Drama",Vincent Perez
2290,"Comedy, Drama, History",Peter Kassovitz
1624,Comedy,Tom Shadyac
484641,"Action, Adventure, Thriller",Luc Besson
338762,"Action, Science Fiction, Adventure",Dave Wilson
200505,Drama,Ivan Reitman
78698,"Adventure, Drama, Romance, Fantasy",Ken Kwapis
484641,"Action, Adventure, Thriller",Luc Besson
200505,Drama,Ivan Reitman
78698,"Adventure, Drama, Romance, Fantasy",Ken Kwapis
1045944,"Animation, Family, Adventure","Christo Stamboliev, Matt Engstrom"
628866,"Horror, Science Fiction",BJ Verot
419639,"Thriller, Drama, Horror",Michael J. Gallagher
339419,"Drama, Romance",Jeff Nichols
254375,"Adventure, Drama, Comedy",Peter Chelsom
44718,"Drama, Mystery, Comedy",Aaron Schneider
7191,"Action, Thriller, Science Fiction",Matt Reeves
4912,"Comedy, Crime, Drama, Romance, Thriller, History",George Clooney
1887,"Drama, History",Sofia Coppola
943,"Action, Comedy, Thriller, Crime",Richard Donner
820609,"Horror, Science Fiction",Brian Duffield
792293,"History, Comedy, Drama",Craig Gillespie
236399,"Drama, Mystery, Thriller, TV Movie",Deborah Chow
39514,"Action, Adventure, Comedy, Crime, Thriller",Robert Schwentke
14553,"Drama, Romance",Bernardo Bertolucci
8872,Comedy,Penelope Spheeris
2675,"Drama, Thriller, Science Fiction, Mystery",M. Night Shyamalan
649394,"History, Drama",Sara Colangelo
543343,"Comedy, Thriller, Music",Hiro Murai
353070,"Crime, Comedy",Zach Braff
135397,"Action, Adventure, Science Fiction, Thriller",Colin Trevorrow
124157,"Action, Crime",Choi Dong-hoon
43645,"Comedy, Fantasy",Roberto Benigni
11371,"Action, Crime, Thriller, Mystery, Drama",Frank Oz
13155,"Adventure, Family, Fantasy",Walter Murch
10999,"Action, Adventure, Thriller",Mark L. Lester
1498,"Science Fiction, Action, Adventure, Comedy, Family",Steve Barron
778106,"Romance, Drama",Sofia Alvarez
493551,"Drama, History, Thriller",Chris Weitz
46138,"Comedy, Drama, History",Nigel Cole
12684,"Drama, Thriller, Crime",Alfred Hitchcock
10660,"Comedy, Drama, Romance",Andrew Bergman
8699,Comedy,Adam McKay
7446,"Action, Comedy, Adventure, War",Ben Stiller
768,"Horror, Mystery, Thriller","Albert Hughes, Allen Hughes"
591273,"Horror, Mystery",Leigh Janiak
460059,"Action, Thriller, Crime",Yann Gozlan
46146,"Fantasy, Horror",André Øvredal
12509,"Drama, History",Ed Harris
10729,"Comedy, Crime","Bill Murray, Howard Franklin"
10072,"Horror, Thriller, Fantasy",Chuck Russell
3021,"Horror, Mystery",Mikael Håfström
619,"Action, Drama, Romance",Mick Jackson
1136867,"Romance, Drama",Celine Song
373571,"Science Fiction, Action",Michael Dougherty
273153,"Drama, Romance",Catherine Corsini
48466,"Animation, Comedy, Family",Gary Trousdale
11302,Comedy,Woody Allen
8265,"Comedy, Drama, Romance",Dany Boon
968051,Horror,Michael Chaves
672741,"Horror, Thriller",SK Dale
13763,"Drama, Music, Romance",Albert Magnoli
12184,"Drama, Romance, History",Justin Chadwick
426284,"Action, Fantasy, Adventure",Takashi Miike
2001,"Drama, Crime, Thriller",James Gray
504562,"Drama, Thriller",Edward Norton
328425,"Thriller, Mystery, Drama",Joel Edgerton
325789,"Crime, Drama, Thriller",Brad Furman
13685,"Comedy, Crime, Drama",Wes Anderson
8328,"Music, Drama, Romance",Jon M. Chu
8065,"Drama, Crime",Robert Luketic
760747,"Comedy, Horror",Tommy Wirkola
515195,"Comedy, Fantasy, Music, Romance",Danny Boyle
381719,"Animation, Adventure, Family",Will Gluck
347026,"Drama, History",Amma Asante
52744,"Drama, Romance",Ulu Grosbard
9489,"Comedy, Romance",Nora Ephron
8271,"Thriller, Drama, Mystery",D.J. Caruso
245,"Drama, Comedy, Romance","Chris Weitz, Paul Weitz"
592984,Drama,Ron Howard
223485,"Western, Drama, Thriller, Adventure, Romance",John Maclean
170687,"Animation, Comedy, Family, Fantasy","Anthony Stacchi, Graham Annable"
32042,"Mystery, Thriller, Crime",Arthur Penn
24767,"Adventure, Family, Action",Charles Haid
11583,"Thriller, Adventure, Drama, Crime",Michael Crichton
9588,Western,Simon Wincer
414770,"Drama, Mystery",Sion Sono
9588,Western,Simon Wincer
9336,"Comedy, Crime",Hugh Wilson
7555,"Action, Thriller, War",Sylvester Stallone
787,"Action, Comedy, Drama, Thriller",Doug Liman
618219,"War, Drama, Action",Matthew Michael Carnahan
451925,"Science Fiction, Comedy, Romance",Andrew Bowler
421447,"Comedy, Romance, Adventure",Ludovic Bernard
337167,"Drama, Romance",James Foley
60307,"Family, Comedy",David Bowers
9297,"Animation, Comedy, Family, Fantasy",Gil Kenan
7219,Horror,Lucio Fulci
1911,"Adventure, History, Action",John McTiernan
1136867,"Romance, Drama",Celine Song
1008409,"Crime, Drama",Jeff Nichols
484510,"Adventure, Animation, Family, Fantasy",Joel Crawford
10874,"Family, Comedy, Adventure",Brian Henson
1552,"Comedy, Drama, Romance, Family",Ron Howard
646385,"Horror, Mystery","Matt Bettinelli-Olpin, Tyler Gillett"
614560,"Drama, History",David Fincher
517839,"Fantasy, Drama, Crime",Ali Abbasi
517839,"Fantasy, Drama, Crime",Ali Abbasi
9079,"Drama, Romance",Joel Schumacher
452773,"Animation, Adventure, Comedy, Family","David Alonso, Enrique Gato"
336882,"Action, Thriller, Drama",Roar Uthaug
75900,"Drama, Romance",Simon Curtis
48138,"Action, Mystery, Thriller",Jaume Collet-Serra
10399,"Romance, Drama",Patricia Rozema
1635,"Action, Thriller, Science Fiction, Adventure",Michael Bay
1597,"Comedy, Romance",Jay Roach
150,"Crime, Action, Comedy",Walter Hill
655187,"Drama, History",Pablo Agüero
64328,"Family, Comedy, Music",James Bobin
11655,"Drama, Horror, Thriller",Guillermo del Toro
10464,"Comedy, Family, Romance",Jessie Nelson
565,"Horror, Mystery",Gore Verbinski
15035,"Animation, Fantasy, Science Fiction",Ralph Bakshi
10201,"Comedy, Romance",Peyton Reed
8736,Comedy,Olivier Van Hoofstadt
511322,Crime,Bill Condon
19403,"Action, Thriller",Michael Winner
19403,"Action, Thriller",Michael Winner
13804,"Action, Crime, Drama, Thriller",Justin Lin
11283,"Fantasy, Comedy, Family",Kirk Jones
276844,"Drama, Comedy, Romance",Josh Lawson
56812,"Adventure, Comedy, Drama, Horror, Thriller",Álex de la Iglesia
22171,"Crime, Thriller, Action",Abel Ferrara
13676,"Family, Animation",Peggy Holmes
2016,"Drama, History, War",Rachid Bouchareb
998846,"Music, History, Drama",Sam Taylor-Johnson
379686,"Family, Comedy, Adventure, Animation, Science Fiction",Malcolm D. Lee
81250,"Comedy, Drama, Family, TV Movie",Jeffrey Hornaday
36897,"Animation, Family, Action, Adventure, Drama, Fantasy",Masamitsu Hidaka
34204,"Family, Fantasy, Comedy, TV Movie, Action",David Jackson
517116,"Horror, Thriller","Bryan Woods, Scott Beck"
185567,"Crime, Drama, Thriller",Jérôme Salle
91586,"Horror, Thriller",James Wan
75802,"Comedy, Romance",Tanya Wexler
46420,Horror,Sean Byrne
20760,"Animation, Family, Comedy, Science Fiction","Michael LaBash, Tony Leondis"
9869,"Drama, Action, Thriller, Crime",Phillip Noyce
532953,"Animation, Comedy",Kristen Lester
11633,"Animation, Action, Science Fiction",Shinji Aramaki
10393,Comedy,Howard Deutch
9659,"Adventure, Action, Thriller, Science Fiction",George Miller
3595,"Action, Thriller",Ron Howard
1992,"Horror, Action, Thriller",Robert Rodriguez
7229,"Comedy, Crime",Francis Veber
629176,"Science Fiction, Crime, Action",Julius Avery
574376,"Drama, Thriller, Crime",Paco Plaza
337676,"Romance, Drama",Abdellatif Kechiche
7453,"Adventure, Comedy, Science Fiction",Garth Jennings
9044,"Drama, Romance",Kevin Reynolds
3638,"Comedy, Romance, Drama",Scott Hicks
1389,"Romance, Comedy, Crime",Steven Soderbergh
862965,"Crime, Drama, Thriller",John Patton Ford
840705,"Mystery, Thriller",Zoë Kravitz
22832,"Action, Adventure, Thriller",James McTeigue
11601,"Horror, Mystery, Thriller",David Koepp
2016,"Drama, History, War",Rachid Bouchareb
250235,Comedy,Paolo Genovese
83686,"Drama, Thriller","Brian Klugman, Lee Sternthal"
37645,"Drama, Crime, Thriller",Richard Berry
14370,"Comedy, Romance, Science Fiction",Martha Coolidge
11967,"Western, Action, Adventure",Christopher Cain
10316,Drama,George Clooney
2924,"Drama, Thriller, Action, Crime",Ron Howard
25,"Drama, War",Sam Mendes
401513,"Drama, Romance, Science Fiction, Adventure",Fyodor Bondarchuk
332210,"Adventure, Animation, Comedy, Family","Doug Sweetland, Nicholas Stoller"
190880,Comedy,Guillaume Gallienne
5126,"Comedy, Drama",Menno Meyjes
2161,"Science Fiction, Adventure",Richard Fleischer
660,"Adventure, Action, Thriller",Terence Young
565770,"Action, Science Fiction, Adventure",Ángel Manuel Soto
435126,"Drama, Comedy",Álex de la Iglesia
370665,"Crime, Action, Comedy",Rohit Shetty
232679,Drama,Thomas Carter
2251,"Thriller, Drama, Romance",Adrian Lyne
157386,"Comedy, Drama, Romance",James Ponsoldt
11959,Comedy,Jay Levey
9614,Comedy,Dennis Dugan
2976,"Comedy, Romance, Drama",Adam Shankman
1487,"Fantasy, Action",Guillermo del Toro
790142,"Romance, Comedy",Rick Jacobson
763152,"Comedy, Romance",Paco Caballero
558449,"Action, Adventure, Drama",Ridley Scott
332794,"Adventure, Drama",Jérôme Salle
9726,"Comedy, Drama, Romance",Ridley Scott
762079,"Horror, Thriller, Drama",Patrick Ridremont
284303,"Horror, Mystery, Thriller","Severin Fiala, Veronika Franz"
46169,"Drama, Family, Fantasy, TV Movie",Stuart Gillard
41610,Comedy,Neri Parenti
31608,"Comedy, Crime",Francis Veber
15613,"Science Fiction, Drama, Mystery, Thriller, Fantasy",Rob Lieberman
8669,"Comedy, Drama, Romance",Jon Poll
1936,"Adventure, Western",Otto Preminger
529106,"Action, Adventure",Oleg Trofim
276908,"Science Fiction, Comedy, Romance",Sam Esmail
8270,"Crime, Drama, Thriller",Scott Frank
450465,"Thriller, Drama, Science Fiction",M. Night Shyamalan
450465,"Thriller, Drama, Science Fiction",M. Night Shyamalan
406994,"Comedy, Horror, Thriller",Chris Peckover
280217,"Action, Adventure, Animation, Comedy, Family",Mike Mitchell
41663,Comedy,"Neri Parenti, Paolo Villaggio"
11023,Drama,Catherine Hardwicke
9291,"Drama, Comedy, Crime",Peter Segal
8204,"Family, Adventure, Fantasy, Drama",Mark Waters
1957,"Drama, Thriller",Michael Apted
1233069,"Thriller, Action",Christian Zübert
882598,"Horror, Mystery",Parker Finn
621870,"Action, Adventure, Comedy, Fantasy",Anna Mastro
522931,"Action, Comedy, Crime, Thriller",Patrick Hughes
262391,Comedy,Philippe de Chauveron
11566,Comedy,Ivan Reitman
866463,"Crime, Mystery, Thriller, Drama",Grant Singer
34942,"Family, Adventure, Animation",Phil Weinstein
13672,"Drama, Action, Comedy, Crime",Mabrouk El Mechri
81440,"Comedy, Family, Drama, TV Movie",Arlene Sanford
63578,"Comedy, Drama",Michael Winterbottom
46332,"Drama, History",Xavier Beauvois
11654,"Horror, Drama",Tony Scott
11520,"Comedy, Romance",Donald Petrie
474335,Comedy,Charles Stone III
35052,"Drama, Mystery, Thriller",Jordan Scott
27995,"Comedy, Romance",Spike Lee
27324,"Horror, Thriller, Mystery",Kiyoshi Kurosawa
25389,"Comedy, Drama",Joe Dante
10873,"Drama, Horror",E. Elias Merhige
9517,"Crime, Drama",Larry Clark
6072,"Drama, Thriller",Kevin Reynolds
629017,"Action, Crime, Thriller",Kyle Rankin
337674,"Drama, Thriller",Paul Verhoeven
52274,"Horror, Thriller",Guillem Morales
23439,"Horror, Drama",Roger Corman
12609,"Adventure, Animation, Comedy, Family, Drama","Greg Manwaring, Michael Hegner, Stefan Fjeldmark"
11443,"Action, Crime, Drama, Thriller, War","Albert Hughes, Allen Hughes"
11340,"Action, Comedy",Steno
1364,"Drama, Romance",Julio Medem
823482,"Comedy, Fantasy",Kristoffer Borgli
38368,"Drama, Fantasy",Apichatpong Weerasethakul
823482,"Comedy, Fantasy",Kristoffer Borgli
38368,"Drama, Fantasy",Apichatpong Weerasethakul
11455,"Adventure, Comedy",Lou Adler
9687,Comedy,Niall Johnson
8961,"Action, Crime, Comedy",Michael Bay
542830,"Comedy, Drama, Family, Romance",Guillaume Canet
511817,"Animation, Comedy, Family, Fantasy, Horror",Henry Selick
366672,"Animation, Adventure, Comedy, Family","Chris Bailey, Mark Koetsier, Rob Minkoff"
10719,"Comedy, Family, Fantasy",Jon Favreau
1016121,"Romance, Drama, Comedy",Roger Kumble
862968,Drama,David Yates
839321,"Animation, Science Fiction",Anna Błaszczyk
498402,"Music, Comedy, Drama, Family",Valérie Lemercier
360638,"Drama, Comedy",Ivan Calbérac
166426,"Adventure, Action, Fantasy","Espen Sandberg, Joachim Rønning"
87492,"Drama, Thriller",Bennett Miller
9331,"Action, Drama, Thriller",Phillip Noyce
6415,"Action, Comedy, War",David O. Russell
615667,"Drama, Music",George C. Wolfe
589524,"Comedy, Drama",Leonardo D'Agostini
19458,"Family, TV Movie, Comedy, Drama",Allison Liddi-Brown
10629,"Drama, Crime, Thriller",Joel Schumacher
7457,"Crime, Drama, Thriller",Nick Cassavetes
6522,"Comedy, Crime",Ted Demme
817648,"Family, Comedy, Drama","Charles Kinnane, Daniel Kinnane"
635731,"Drama, Mystery, Thriller",Michael Sarnoski
529485,Drama,Gavin O'Connor
290512,"Drama, Adventure, Romance",Hany Abu-Assad
287590,"Action, Animation, Fantasy",Keiichi Sato
72432,"Drama, Mystery","Adam Kassen, Mark Kassen"
13820,"Comedy, Science Fiction",Alex Cox
11455,"Adventure, Comedy",Lou Adler
614939,"Comedy, Romance",Nicholas Stoller
474331,Comedy,Quentin Dupieux
236737,"Comedy, Romance",Emilio Martínez Lázaro
9357,"Drama, Thriller",Mark Romanek
1948,"Action, Thriller, Crime","Brian Taylor, Mark Neveldine"
1369,"Action, Adventure, Thriller, War",George P. Cosmatos
66,"Crime, Drama, Action",Clint Eastwood
241848,"Mystery, Thriller, Action",Adam Wingard
347866,"Drama, Crime",Elijah Bynum
10010,"Adventure, Animation, Family",Ben Gluck
9613,"Drama, Mystery, Thriller",David Cronenberg
1576,"Horror, Action, Science Fiction",Paul W. S. Anderson
763285,"Thriller, Action, Crime",Michael Bay
13291,"Drama, Action, Thriller, Crime",Jeffrey Nachmanoff
6964,"Drama, Comedy, Romance",Nancy Meyers
2110,"Drama, Action, Comedy",Gérard Krawczyk
1826,"Comedy, Drama, Romance",Cédric Klapisch
814757,"Drama, Romance",Sam Mendes
494974,"Thriller, History",Trevor Nunn
11541,"Romance, Drama",Peter Weir
7859,Drama,Ryan Fleck
599845,"Crime, Drama, Thriller",Marco D'Amore
267999,Drama,Kornél Mundruczó
152747,"Action, Adventure, Drama",J.C. Chandor
75780,"Crime, Drama, Thriller, Action",Christopher McQuarrie
5680,"Comedy, Fantasy, Horror",James Signorelli
97,"Science Fiction, Action, Adventure",Steven Lisberger
575428,"Crime, Drama, Thriller",Diao Yinan
535167,"Science Fiction, Action, Drama",Frant Gwo
523773,"Comedy, Romance",Donald Petrie
401200,"Drama, History, Thriller, Action",Thomas Vinterberg
33875,"Animation, Adventure, Action, Fantasy, Science Fiction",Kunihiko Yuyama
16340,"Family, Comedy, Adventure, Animation","Paul Demeyer, Stig Bergqvist"
873126,"Action, Crime, Adventure, Thriller",Cosimo Gomez
330764,"Comedy, Fantasy",Jaco Van Dormael
180894,"Action, Crime, Thriller",Isaac Florentine
39538,"Drama, Thriller, Science Fiction",Steven Soderbergh
16418,"Animation, Family",Conrad Helten
162215,"Drama, Action, Thriller, War",Kevin Macdonald
22794,"Animation, Comedy, Family","Christopher Miller, Phil Lord"
15356,"Thriller, Crime, Drama, Horror",Gregory Wilson
13768,"Drama, Family, Fantasy, Romance",Jay Russell
2621,"Romance, Comedy",Bonnie Hunt
2059,"Adventure, Action, Thriller, Mystery",Jon Turteltaub
720755,"Comedy, Drama, Mystery",Evan Morgan
604685,"Action, Crime, Thriller",Christian Gudegast
513576,"Romance, Comedy",Nahnatchka Khan
9313,"Adventure, Action, Drama",Randall Wallace
184341,Drama,Jonathan Jakubowicz
22970,"Horror, Mystery, Comedy",Drew Goddard
11135,"Animation, Adventure, Family, Fantasy","Hendel Butoy, Mike Gabriel"
507086,"Adventure, Action, Science Fiction",Colin Trevorrow
49521,"Action, Adventure, Science Fiction",Zack Snyder
618162,Western,Jeymes Samuel
390062,"Adventure, Drama, Thriller",Greg McLean
298618,"Adventure, Action, Science Fiction",Andy Muschietti
242042,"Comedy, Drama, Romance",Andrew Fleming
62835,"Action, Thriller, Crime, Drama",Olivier Megaton
